stream_id,stream_name,run_id,step,percent,processed,f0_exact,n_t_estimate,relative_error
2,medium_50pct,1,7,40.0,40000,29920,29810.43,-0.003662
2,medium_50pct,1,8,45.0,45000,32531,32550.24,0.000592
2,medium_50pct,1,9,50.0,50000,34888,34915.01,0.000774
2,medium_50pct,1,10,55.0,55000,37114,37159.45,0.001225
2,medium_50pct,1,11,60.0,60000,39128,39347.23,0.005603
2,medium_50pct,1,12,65.0,65000,40977,42185.29,0.029487
2,medium_50pct,1,13,70.0,70000,42641,43804.04,0.027275
2,medium_50pct,1,14,75.0,75000,44185,45240.89,0.023897
2,medium_50pct,1,15,80.0,80000,45646,46758.13,0.024364
2,medium_50pct,1,16,85.0,85000,46846,47934.89,0.023244
2,medium_50pct,1,17,90.0,90000,47973,49036.27,0.022164
2,medium_50pct,1,18,95.0,95000,49049,50124.08,0.021918
2,medium_50pct,1,19,100.0,100000,50000,51107.67,0.022153
2,medium_50pct,2,0,5.0,5000,4799,4773.49,-0.005315
2,medium_50pct,2,1,10.0,10000,9288,9293.97,0.000643
2,medium_50pct,2,2,15.0,15000,13412,13396.40,-0.001163
2,medium_50pct,2,3,20.0,20000,17257,17261.54,0.000263
2,medium_50pct,2,4,25.0,25000,20820,20751.32,-0.003299
2,medium_50pct,2,5,30.0,30000,24106,23851.71,-0.010549
2,medium_50pct,2,6,35.0,35000,27132,26880.95,-0.009253
2,medium_50pct,2,7,40.0,40000,29895,29602.02,-0.009800
2,medium_50pct,2,8,45.0,45000,32460,32125.60,-0.010302
2,medium_50pct,2,9,50.0,50000,34704,34149.77,-0.015970
2,medium_50pct,2,10,55.0,55000,36878,36303.13,-0.015589
2,medium_50pct,2,11,60.0,60000,38889,38403.38,-0.012487
2,medium_50pct,2,12,65.0,65000,40749,41574.77,0.020265
2,medium_50pct,2,13,70.0,70000,42526,43180.00,0.015379
2,medium_50pct,2,14,75.0,75000,44043,44625.86,0.013234
2,medium_50pct,2,15,80.0,80000,45448,45964.26,0.011359
2,medium_50pct,2,16,85.0,85000,46755,47228.29,0.010123
2,medium_50pct,2,17,90.0,90000,47980,48427.85,0.009334
2,medium_50pct,2,18,95.0,95000,49044,49508.75,0.009476
2,medium_50pct,2,19,100.0,100000,50000,50396.40,0.007928
2,medium_50pct,3,0,5.0,5000,4832,4819.06,-0.002679
2,medium_50pct,3,1,10.0,10000,9294,9346.96,0.005698
2,medium_50pct,3,2,15.0,15000,13430,13469.05,0.002907
2,medium_50pct,3,3,20.0,20000,17300,17336.28,0.002097
2,medium_50pct,3,4,25.0,25000,20892,20922.55,0.001462
2,medium_50pct,3,5,30.0,30000,24149,24185.25,0.001501
2,medium_50pct,3,6,35.0,35000,27173,27230.28,0.002108
2,medium_50pct,3,7,40.0,40000,30008,29915.63,-0.003078
2,medium_50pct,3,8,45.0,45000,32538,32246.83,-0.008949
2,medium_50pct,3,9,50.0,50000,34886,34722.41,-0.004689
2,medium_50pct,3,10,55.0,55000,37054,36730.40,-0.008733
2,medium_50pct,3,11,60.0,60000,39039,38507.94,-0.013603
2,medium_50pct,3,12,65.0,65000,40907,41532.12,0.015282
2,medium_50pct,3,13,70.0,70000,42544,43020.04,0.011189
2,medium_50pct,3,14,75.0,75000,44150,44587.62,0.009912
2,medium_50pct,3,15,80.0,80000,45567,46022.56,0.009998
2,medium_50pct,3,16,85.0,85000,46818,47330.34,0.010943
2,medium_50pct,3,17,90.0,90000,47994,48431.98,0.009126
2,medium_50pct,3,18,95.0,95000,49042,49333.19,0.005937
2,medium_50pct,3,19,100.0,100000,50000,50144.69,0.002894
2,medium_50pct,4,0,5.0,5000,4815,4776.17,-0.008064
2,medium_50pct,4,1,10.0,10000,9270,9237.64,-0.003491
2,medium_50pct,4,2,15.0,15000,13421,13484.98,0.004767
2,medium_50pct,4,3,20.0,20000,17245,17167.18,-0.004513
2,medium_50pct,4,4,25.0,25000,20791,20680.50,-0.005315
2,medium_50pct,4,5,30.0,30000,24058,23967.90,-0.003745
2,medium_50pct,4,6,35.0,35000,27093,26958.51,-0.004964
2,medium_50pct,4,7,40.0,40000,29849,29632.50,-0.007253
2,medium_50pct,4,8,45.0,45000,32394,32211.08,-0.005647
2,medium_50pct,4,9,50.0,50000,34740,34564.99,-0.005038
2,medium_50pct,4,10,55.0,55000,36951,36815.31,-0.003672
2,medium_50pct,4,11,60.0,60000,39020,38814.98,-0.005254
2,medium_50pct,4,12,65.0,65000,40847,41728.81,0.021588
2,medium_50pct,4,13,70.0,70000,42592,43323.43,0.017173
2,medium_50pct,4,14,75.0,75000,44097,44716.09,0.014039
2,medium_50pct,4,15,80.0,80000,45504,46134.91,0.013865
2,medium_50pct,4,16,85.0,85000,46783,47241.50,0.009801
2,medium_50pct,4,17,90.0,90000,48022,48562.81,0.011262
2,medium_50pct,4,18,95.0,95000,49036,49529.85,0.010071
2,medium_50pct,4,19,100.0,100000,50000,50466.12,0.009322
2,medium_50pct,5,0,5.0,5000,4820,4809.67,-0.002144
2,medium_50pct,5,1,10.0,10000,9278,9279.87,0.000202
2,medium_50pct,5,2,15.0,15000,13443,13462.22,0.001430
2,medium_50pct,5,3,20.0,20000,17312,17295.99,-0.000925
2,medium_50pct,5,4,25.0,25000,20817,20754.87,-0.002985
2,medium_50pct,5,5,30.0,30000,24051,24071.87,0.000868
2,medium_50pct,5,6,35.0,35000,27076,27130.45,0.002011
2,medium_50pct,5,7,40.0,40000,29835,29971.60,0.004579
2,medium_50pct,5,8,45.0,45000,32439,32572.13,0.004104
2,medium_50pct,5,9,50.0,50000,34774,34814.24,0.001157
2,medium_50pct,5,10,55.0,55000,36912,37053.53,0.003834
2,medium_50pct,5,11,60.0,60000,38911,39019.32,0.002784
2,medium_50pct,5,12,65.0,65000,40742,41845.27,0.027079
2,medium_50pct,5,13,70.0,70000,42461,43437.20,0.022991
2,medium_50pct,5,14,75.0,75000,44090,45066.34,0.022144
2,medium_50pct,5,15,80.0,80000,45534,46361.52,0.018174
2,medium_50pct,5,16,85.0,85000,46832,47680.65,0.018121
2,medium_50pct,5,17,90.0,90000,48010,48814.57,0.016758
2,medium_50pct,5,18,95.0,95000,49043,49841.19,0.016275
2,medium_50pct,5,19,100.0,100000,50000,51001.63,0.020033
2,medium_50pct,6,0,5.0,5000,4824,4839.20,0.003151
2,medium_50pct,6,1,10.0,10000,9248,9255.22,0.000781
2,medium_50pct,6,2,15.0,15000,13417,13437.22,0.001507
2,medium_50pct,6,3,20.0,20000,17253,17250.08,-0.000170
2,medium_50pct,6,4,25.0,25000,20778,20680.50,-0.004692
2,medium_50pct,6,5,30.0,30000,24016,23920.46,-0.003978
2,medium_50pct,6,6,35.0,35000,27071,26979.25,-0.003389
2,medium_50pct,6,7,40.0,40000,29875,29878.42,0.000115
2,medium_50pct,6,8,45.0,45000,32441,32332.95,-0.003331
2,medium_50pct,6,9,50.0,50000,34804,34999.47,0.005616
2,medium_50pct,6,10,55.0,55000,37003,36996.04,-0.000188
2,medium_50pct,6,11,60.0,60000,38955,39259.14,0.007807
2,medium_50pct,6,12,65.0,65000,40788,41936.38,0.028155
2,medium_50pct,6,13,70.0,70000,42512,43603.25,0.025669
2,medium_50pct,6,14,75.0,75000,44065,45023.44,0.021751
2,medium_50pct,6,15,80.0,80000,45528,46350.45,0.018065
2,medium_50pct,6,16,85.0,85000,46774,47562.32,0.016854
2,medium_50pct,6,17,90.0,90000,47962,48670.91,0.014781
2,medium_50pct,6,18,95.0,95000,49025,49660.77,0.012968
2,medium_50pct,6,19,100.0,100000,50000,50661.24,0.013225
2,medium_50pct,7,0,5.0,5000,4803,4788.22,-0.003077
2,medium_50pct,7,1,10.0,10000,9275,9316.91,0.004519
2,medium_50pct,7,2,15.0,15000,13407,13484.98,0.005816
2,medium_50pct,7,3,20.0,20000,17242,17267.28,0.001466
2,medium_50pct,7,4,25.0,25000,20844,20944.08,0.004801
2,medium_50pct,7,5,30.0,30000,24117,24145.92,0.001199
2,medium_50pct,7,6,35.0,35000,27125,27182.92,0.002135
2,medium_50pct,7,7,40.0,40000,29914,29996.54,0.002759
2,medium_50pct,7,8,45.0,45000,32448,32579.44,0.004051
2,medium_50pct,7,9,50.0,50000,34850,34780.79,-0.001986
2,medium_50pct,7,10,55.0,55000,37006,36938.75,-0.001817
2,medium_50pct,7,11,60.0,60000,39004,39051.81,0.001226
2,medium_50pct,7,12,65.0,65000,40891,41449.23,0.013652
2,medium_50pct,7,13,70.0,70000,42609,43013.25,0.009487
2,medium_50pct,7,14,75.0,75000,44179,44488.16,0.006998
2,medium_50pct,7,15,80.0,80000,45585,45825.08,0.005267
2,medium_50pct,7,16,85.0,85000,46843,47053.00,0.004483
2,medium_50pct,7,17,90.0,90000,47989,48140.34,0.003154
2,medium_50pct,7,18,95.0,95000,49046,49222.33,0.003595
2,medium_50pct,7,19,100.0,100000,50000,50014.50,0.000290
2,medium_50pct,8,0,5.0,5000,4786,4776.17,-0.002054
2,medium_50pct,8,1,10.0,10000,9252,9183.25,-0.007431
2,medium_50pct,8,2,15.0,15000,13422,13315.06,-0.007968
2,medium_50pct,8,3,20.0,20000,17293,17144.38,-0.008594
2,medium_50pct,8,4,25.0,25000,20812,20634.63,-0.008522
2,medium_50pct,8,5,30.0,30000,24075,24002.48,-0.003012
2,medium_50pct,8,6,35.0,35000,27099,27093.83,-0.000191
2,medium_50pct,8,7,40.0,40000,29919,29903.22,-0.000527
2,medium_50pct,8,8,45.0,45000,32480,32168.28,-0.009597
2,medium_50pct,8,9,50.0,50000,34800,34319.47,-0.013808
2,medium_50pct,8,10,55.0,55000,36928,36589.84,-0.009157
2,medium_50pct,8,11,60.0,60000,38959,38644.87,-0.008063
2,medium_50pct,8,12,65.0,65000,40810,41582.64,0.018933
2,medium_50pct,8,13,70.0,70000,42550,43171.42,0.014604
2,medium_50pct,8,14,75.0,75000,44087,44589.88,0.011407
2,medium_50pct,8,15,80.0,80000,45515,46050.30,0.011761
2,medium_50pct,8,16,85.0,85000,46771,47374.71,0.012908
2,medium_50pct,8,17,90.0,90000,47941,48413.18,0.009849
2,medium_50pct,8,18,95.0,95000,49040,49396.72,0.007274
2,medium_50pct,8,19,100.0,100000,50000,50350.89,0.007018
2,medium_50pct,9,0,5.0,5000,4816,4853.98,0.007887
2,medium_50pct,9,1,10.0,10000,9306,9389.48,0.008970
2,medium_50pct,9,2,15.0,15000,13462,13544.30,0.006114
2,medium_50pct,9,3,20.0,20000,17261,17365.11,0.006032
2,medium_50pct,9,4,25.0,25000,20724,20843.85,0.005783
2,medium_50pct,9,5,30.0,30000,24066,24093.61,0.001147
2,medium_50pct,9,6,35.0,35000,27106,27198.69,0.003419
2,medium_50pct,9,7,40.0,40000,29912,30210.06,0.009964
2,medium_50pct,9,8,45.0,45000,32535,32948.79,0.012718
2,medium_50pct,9,9,50.0,50000,34924,35281.29,0.010231
2,medium_50pct,9,10,55.0,55000,37069,37402.76,0.009004
2,medium_50pct,9,11,60.0,60000,39102,39226.23,0.003177
2,medium_50pct,9,12,65.0,65000,40922,41970.03,0.025610
2,medium_50pct,9,13,70.0,70000,42596,43532.60,0.021988
2,medium_50pct,9,14,75.0,75000,44113,44988.83,0.019854
2,medium_50pct,9,15,80.0,80000,45479,46118.90,0.014070
2,medium_50pct,9,16,85.0,85000,46803,47403.10,0.012822
2,medium_50pct,9,17,90.0,90000,47977,48530.39,0.011535
2,medium_50pct,9,18,95.0,95000,49039,49438.73,0.008151
2,medium_50pct,9,19,100.0,100000,50000,50349.30,0.006986
3,medium_80pct,0,0,5.0,5000,4939,4980.89,0.008481
3,medium_80pct,0,1,10.0,10000,9783,9897.46,0.011700
3,medium_80pct,0,2,15.0,15000,14514,14704.42,0.013120
3,medium_80pct,0,3,20.0,20000,19123,19399.82,0.014476
3,medium_80pct,0,4,25.0,25000,23642,23998.15,0.015064
3,medium_80pct,0,5,30.0,30000,28026,28540.82,0.018369
3,medium_80pct,0,6,35.0,35000,32365,32904.03,0.016655
3,medium_80pct,0,7,40.0,40000,36557,37207.82,0.017803
3,medium_80pct,0,8,45.0,45000,40648,41996.63,0.033178
3,medium_80pct,0,9,50.0,50000,44670,45824.38,0.025842
3,medium_80pct,0,10,55.0,55000,48624,49566.68,0.019387
3,medium_80pct,0,11,60.0,60000,52421,53163.13,0.014157
3,medium_80pct,0,12,65.0,65000,56163,56864.29,0.012487
3,medium_80pct,0,13,70.0,70000,59770,60354.33,0.009776
3,medium_80pct,0,14,75.0,75000,63364,63870.76,0.007998
3,medium_80pct,0,15,80.0,80000,66845,67426.61,0.008701
3,medium_80pct,0,16,85.0,85000,70255,70683.31,0.006096
3,medium_80pct,0,17,90.0,90000,73566,74122.57,0.007566
3,medium_80pct,0,18,95.0,95000,76802,77334.65,0.006935
3,medium_80pct,0,19,100.0,100000,80000,80402.77,0.005035
3,medium_80pct,1,0,5.0,5000,4955,4999.87,0.009056
3,medium_80pct,1,1,10.0,10000,9788,9864.56,0.007822
3,medium_80pct,1,2,15.0,15000,14540,14670.11,0.008948
3,medium_80pct,1,3,20.0,20000,19157,19409.63,0.013187
3,medium_80pct,1,4,25.0,25000,23662,23647.18,-0.000626
3,medium_80pct,1,5,30.0,30000,28118,28162.73,0.001591
3,medium_80pct,1,6,35.0,35000,32443,32203.94,-0.007369
3,medium_80pct,1,7,40.0,40000,36630,36330.66,-0.008172
3,medium_80pct,1,8,45.0,45000,40760,41781.23,0.025055
3,medium_80pct,1,9,50.0,50000,44750,45239.50,0.010939
3,medium_80pct,1,10,55.0,55000,48643,49199.52,0.011441
3,medium_80pct,1,11,60.0,60000,52440,52747.22,0.005859
3,medium_80pct,1,12,65.0,65000,56168,56471.63,0.005406
3,medium_80pct,1,13,70.0,70000,59813,60053.54,0.004022
3,medium_80pct,1,14,75.0,75000,63434,63553.68,0.001887
3,medium_80pct,1,15,80.0,80000,66922,66815.07,-0.001598
3,medium_80pct,1,16,85.0,85000,70300,70323.24,0.000331
3,medium_80pct,1,17,90.0,90000,73614,73508.05,-0.001439
3,medium_80pct,1,18,95.0,95000,76814,76479.83,-0.004350
3,medium_80pct,1,19,100.0,100000,80000,79606.02,-0.004925
3,medium_80pct,2,0,5.0,5000,4949,4976.82,0.005622
3,medium_80pct,2,1,10.0,10000,9804,9860.91,0.005805
3,medium_80pct,2,2,15.0,15000,14525,14536.00,0.000758
3,medium_80pct,2,3,20.0,20000,19143,19272.88,0.006785
3,medium_80pct,2,4,25.0,25000,23640,23719.33,0.003356
3,medium_80pct,2,5,30.0,30000,28049,28179.47,0.004652
3,medium_80pct,2,6,35.0,35000,32353,32347.34,-0.000175
3,medium_80pct,2,7,40.0,40000,36604,36552.56,-0.001405
3,medium_80pct,2,8,45.0,45000,40699,42116.49,0.034829
3,medium_80pct,2,9,50.0,50000,44683,45825.26,0.025564
3,medium_80pct,2,10,55.0,55000,48620,49588.17,0.019913
3,medium_80pct,2,11,60.0,60000,52439,53150.47,0.013568
3,medium_80pct,2,12,65.0,65000,56181,56689.68,0.009054
3,medium_80pct,2,13,70.0,70000,59855,60328.26,0.007907
3,medium_80pct,2,14,75.0,75000,63446,63658.25,0.003345
3,medium_80pct,2,15,80.0,80000,66926,66798.79,-0.001901
3,medium_80pct,2,16,85.0,85000,70290,70108.07,-0.002588
3,medium_80pct,2,17,90.0,90000,73590,73447.66,-0.001934
3,medium_80pct,2,18,95.0,95000,76839,76989.67,0.001961
3,medium_80pct,2,19,100.0,100000,80000,80304.67,0.003808
3,medium_80pct,3,0,5.0,5000,4952,4972.76,0.004192
3,medium_80pct,3,1,10.0,10000,9774,9764.44,-0.000978
3,medium_80pct,3,2,15.0,15000,14506,14506.89,0.000061
3,medium_80pct,3,3,20.0,20000,19101,19069.87,-0.001630
3,medium_80pct,3,4,25.0,25000,23584,23566.92,-0.000724
3,medium_80pct,3,5,30.0,30000,28004,27760.48,-0.008696
3,medium_80pct,3,6,35.0,35000,32288,31843.84,-0.013756
3,medium_80pct,3,7,40.0,40000,36506,35922.51,-0.015983
3,medium_80pct,3,8,45.0,45000,40612,41404.41,0.019512
3,medium_80pct,3,9,50.0,50000,44623,45128.54,0.011329
3,medium_80pct,3,10,55.0,55000,48548,48882.50,0.006890
3,medium_80pct,3,11,60.0,60000,52394,52818.16,0.008096
3,medium_80pct,3,12,65.0,65000,56153,56696.60,0.009681
3,medium_80pct,3,13,70.0,70000,59786,60315.13,0.008850
3,medium_80pct,3,14,75.0,75000,63303,63816.50,0.008112
3,medium_80pct,3,15,80.0,80000,66842,67159.01,0.004743
3,medium_80pct,3,16,85.0,85000,70234,70461.63,0.003241
3,medium_80pct,3,17,90.0,90000,73544,73377.84,-0.002259
3,medium_80pct,3,18,95.0,95000,76824,77010.50,0.002428
3,medium_80pct,3,19,100.0,100000,80000,80320.98,0.004012
3,medium_80pct,4,0,5.0,5000,4943,4970.05,0.005472
3,medium_80pct,4,1,10.0,10000,9767,9746.31,-0.002119
3,medium_80pct,4,2,15.0,15000,14471,14458.48,-0.000865
3,medium_80pct,4,3,20.0,20000,19076,19111.55,0.001864
3,medium_80pct,4,4,25.0,25000,23607,23609.11,0.000089
3,medium_80pct,4,5,30.0,30000,28059,28084.82,0.000920
3,medium_80pct,4,6,35.0,35000,32389,32586.74,0.006105
3,medium_80pct,4,7,40.0,40000,36573,36413.52,-0.004361
3,medium_80pct,4,8,45.0,45000,40682,41569.11,0.021806
3,medium_80pct,4,9,50.0,50000,44686,45169.54,0.010821
3,medium_80pct,4,10,55.0,55000,48641,49166.66,0.010807
3,medium_80pct,4,11,60.0,60000,52481,52716.00,0.004478
3,medium_80pct,4,12,65.0,65000,56178,56245.85,0.001208
3,medium_80pct,4,13,70.0,70000,59799,59767.00,-0.000535
3,medium_80pct,4,14,75.0,75000,63367,63200.31,-0.002631
3,medium_80pct,4,15,80.0,80000,66843,66718.64,-0.001860
3,medium_80pct,4,16,85.0,85000,70278,70035.87,-0.003445
3,medium_80pct,4,17,90.0,90000,73620,73254.03,-0.004971
3,medium_80pct,4,18,95.0,95000,76826,76455.62,-0.004821
3,medium_80pct,4,19,100.0,100000,80000,79501.72,-0.006229
3,medium_80pct,5,0,5.0,5000,4952,5003.94,0.010490
3,medium_80pct,5,1,10.0,10000,9798,9908.44,0.011272
3,medium_80pct,5,2,15.0,15000,14497,14630.98,0.009242
3,medium_80pct,5,3,20.0,20000,19118,19305.33,0.009799
3,medium_80pct,5,4,25.0,25000,23646,23877.46,0.009789
3,medium_80pct,5,5,30.0,30000,28049,28224.21,0.006246
3,medium_80pct,5,6,35.0,35000,32367,32689.37,0.009960
3,medium_80pct,5,7,40.0,40000,36579,36796.41,0.005943
3,medium_80pct,5,8,45.0,45000,40722,41820.64,0.026979
3,medium_80pct,5,9,50.0,50000,44745,45383.20,0.014263
3,medium_80pct,5,10,55.0,55000,48637,48859.72,0.004579
3,medium_80pct,5,11,60.0,60000,52389,52564.00,0.003340
3,medium_80pct,5,12,65.0,65000,56169,56220.19,0.000911
3,medium_80pct,5,13,70.0,70000,59826,59856.46,0.000509
3,medium_80pct,5,14,75.0,75000,63379,63413.59,0.000546
3,medium_80pct,5,15,80.0,80000,66871,66938.57,0.001010
3,medium_80pct,5,16,85.0,85000,70293,70127.78,-0.002351
3,medium_80pct,5,17,90.0,90000,73608,73616.48,0.000115
3,medium_80pct,5,18,95.0,95000,76843,76714.12,-0.001677
3,medium_80pct,5,19,100.0,100000,80000,79900.29,-0.001246
3,medium_80pct,6,0,5.0,5000,4958,4998.52,0.008172
3,medium_80pct,6,1,10.0,10000,9800,9800.78,0.000080
3,medium_80pct,6,2,15.0,15000,14499,14553.01,0.003725
3,medium_80pct,6,3,20.0,20000,19121,19182.34,0.003208
3,medium_80pct,6,4,25.0,25000,23628,23826.01,0.008380
3,medium_80pct,6,5,30.0,30000,28052,28342.22,0.010346
3,medium_80pct,6,6,35.0,35000,32369,32594.05,0.006953
3,medium_80pct,6,7,40.0,40000,36561,36711.59,0.004119
3,medium_80pct,6,8,45.0,45000,40660,41495.36,0.020545
3,medium_80pct,6,9,50.0,50000,44672,45107.09,0.009740
3,medium_80pct,6,10,55.0,55000,48645,48880.38,0.004839
3,medium_80pct,6,11,60.0,60000,52479,52354.29,-0.002376
3,medium_80pct,6,12,65.0,65000,56182,55876.76,-0.005433
3,medium_80pct,6,13,70.0,70000,59850,59396.73,-0.007573
3,medium_80pct,6,14,75.0,75000,63428,63108.66,-0.005035
3,medium_80pct,6,15,80.0,80000,66933,66501.93,-0.006440
3,medium_80pct,6,16,85.0,85000,70363,69794.81,-0.008075
3,medium_80pct,6,17,90.0,90000,73679,73342.46,-0.004568
3,medium_80pct,6,18,95.0,95000,76856,76684.06,-0.002237
3,medium_80pct,6,19,100.0,100000,80000,79743.76,-0.003203
3,medium_80pct,7,0,5.0,5000,4939,4941.63,0.000533
3,medium_80pct,7,1,10.0,10000,9780,9749.93,-0.003074
3,medium_80pct,7,2,15.0,15000,14487,14475.41,-0.000800
3,medium_80pct,7,3,20.0,20000,19112,19156.56,0.002332
3,medium_80pct,7,4,25.0,25000,23637,23508.03,-0.005456
3,medium_80pct,7,5,30.0,30000,28084,27946.60,-0.004892
3,medium_80pct,7,6,35.0,35000,32361,32026.43,-0.010339
3,medium_80pct,7,7,40.0,40000,36527,36148.00,-0.010376
3,medium_80pct,7,8,45.0,45000,40607,41511.01,0.022262
3,medium_80pct,7,9,50.0,50000,44615,45005.29,0.008748
3,medium_80pct,7,10,55.0,55000,48584,48891.22,0.006323
3,medium_80pct,7,11,60.0,60000,52371,52507.06,0.002598
3,medium_80pct,7,12,65.0,65000,56127,56217.17,0.001607
3,medium_80pct,7,13,70.0,70000,59791,59886.87,0.001603
3,medium_80pct,7,14,75.0,75000,63382,63255.19,-0.002001
3,medium_80pct,7,15,80.0,80000,66868,66846.35,-0.000324
3,medium_80pct,7,16,85.0,85000,70272,70372.15,0.001425
3,medium_80pct,7,17,90.0,90000,73637,73870.54,0.003172
3,medium_80pct,7,18,95.0,95000,76819,77335.37,0.006722
3,medium_80pct,7,19,100.0,100000,80000,80403.45,0.005043
3,medium_80pct,8,0,5.0,5000,4941,4942.98,0.000402
3,medium_80pct,8,1,10.0,10000,9788,9866.39,0.008009
3,medium_80pct,8,2,15.0,15000,14492,14526.29,0.002366
3,medium_80pct,8,3,20.0,20000,19123,19163.00,0.002092
3,medium_80pct,8,4,25.0,25000,23649,23668.36,0.000819
3,medium_80pct,8,5,30.0,30000,28048,28007.27,-0.001452
3,medium_80pct,8,6,35.0,35000,32335,32196.80,-0.004274
3,medium_80pct,8,7,40.0,40000,36537,36478.26,-0.001608
3,medium_80pct,8,8,45.0,45000,40654,41665.37,0.024877
3,medium_80pct,8,9,50.0,50000,44648,45544.41,0.020077
3,medium_80pct,8,10,55.0,55000,48570,49204.88,0.013072
3,medium_80pct,8,11,60.0,60000,52440,52845.47,0.007732
3,medium_80pct,8,12,65.0,65000,56201,56673.23,0.008403
3,medium_80pct,8,13,70.0,70000,59862,60048.25,0.003111
3,medium_80pct,8,14,75.0,75000,63419,63520.50,0.001600
3,medium_80pct,8,15,80.0,80000,66904,67092.33,0.002815
3,medium_80pct,8,16,85.0,85000,70290,70559.20,0.003830
3,medium_80pct,8,17,90.0,90000,73588,74037.21,0.006104
3,medium_80pct,8,18,95.0,95000,76867,77123.01,0.003331
3,medium_80pct,8,19,100.0,100000,80000,80300.40,0.003755
3,medium_80pct,9,0,5.0,5000,4940,4960.57,0.004164
3,medium_80pct,9,1,10.0,10000,9762,9724.57,-0.003835
3,medium_80pct,9,2,15.0,15000,14454,14572.47,0.008196
3,medium_80pct,9,3,20.0,20000,19069,19195.24,0.006620
3,medium_80pct,9,4,25.0,25000,23605,23668.36,0.002684
3,medium_80pct,9,5,30.0,30000,28015,28084.82,0.002492
3,medium_80pct,9,6,35.0,35000,32255,32268.32,0.000413
3,medium_80pct,9,7,40.0,40000,36436,36358.23,-0.002134
3,medium_80pct,9,8,45.0,45000,40562,41828.38,0.031221
3,medium_80pct,9,9,50.0,50000,44611,45449.80,0.018803
3,medium_80pct,9,10,55.0,55000,48541,49276.92,0.015161
3,medium_80pct,9,11,60.0,60000,52443,53115.18,0.012817
3,medium_80pct,9,12,65.0,65000,56205,56650.46,0.007926
3,medium_80pct,9,13,70.0,70000,59869,60337.25,0.007821
3,medium_80pct,9,14,75.0,75000,63469,63722.40,0.003993
3,medium_80pct,9,15,80.0,80000,66948,67047.18,0.001481
3,medium_80pct,9,16,85.0,85000,70350,70446.78,0.001376
3,medium_80pct,9,17,90.0,90000,73656,73865.44,0.002843
3,medium_80pct,9,18,95.0,95000,76870,77013.79,0.001871
3,medium_80pct,9,19,100.0,100000,80000,80106.28,0.001328
4,large_50pct,0,0,5.0,25000,24118,24246.63,0.005333
4,large_50pct,0,1,10.0,50000,46402,47165.19,0.016447
4,large_50pct,0,2,15.0,75000,67118,67587.50,0.006995
4,large_50pct,0,3,20.0,100000,86371,86275.95,-0.001101
4,large_50pct,0,4,25.0,125000,104003,103015.50,-0.009495
4,large_50pct,0,5,30.0,150000,120286,119379.02,-0.007540
4,large_50pct,0,6,35.0,175000,135411,134389.83,-0.007541
4,large_50pct,0,7,40.0,200000,149306,147525.29,-0.011927
4,large_50pct,0,8,45.0,225000,162218,160392.80,-0.011251
4,large_50pct,0,9,50.0,250000,174115,172306.95,-0.010384
4,large_50pct,0,10,55.0,275000,185084,183381.60,-0.009198
4,large_50pct,0,11,60.0,300000,195110,192978.15,-0.010926
4,large_50pct,0,12,65.0,325000,204231,201435.64,-0.013687
4,large_50pct,0,13,70.0,350000,212687,209846.48,-0.013355
4,large_50pct,0,14,75.0,375000,220394,217731.84,-0.012079
4,large_50pct,0,15,80.0,400000,227528,225243.22,-0.010042
4,large_50pct,0,16,85.0,425000,234036,231400.80,-0.011260
4,large_50pct,0,17,90.0,450000,239871,237443.11,-0.010122
4,large_50pct,0,18,95.0,475000,245160,242555.33,-0.010624
4,large_50pct,0,19,100.0,500000,250000,247072.32,-0.011711
4,large_50pct,1,0,5.0,25000,24104,24374.51,0.011223
4,large_50pct,1,1,10.0,50000,46371,47425.59,0.022742
4,large_50pct,1,2,15.0,75000,67083,67948.32,0.012899
4,large_50pct,1,3,20.0,100000,86127,86520.61,0.004570
4,large_50pct,1,4,25.0,125000,103870,104728.55,0.008266
4,large_50pct,1,5,30.0,150000,120297,121065.58,0.006389
4,large_50pct,1,6,35.0,175000,135445,135952.69,0.003748
4,large_50pct,1,7,40.0,200000,149475,149980.90,0.003385
4,large_50pct,1,8,45.0,225000,162363,162902.05,0.003320
4,large_50pct,1,9,50.0,250000,174203,174078.52,-0.000715
4,large_50pct,1,10,55.0,275000,185055,185080.78,0.000139
4,large_50pct,1,11,60.0,300000,195023,194878.47,-0.000741
4,large_50pct,1,12,65.0,325000,204299,204464.75,0.000811
4,large_50pct,1,13,70.0,350000,212725,212791.99,0.000315
4,large_50pct,1,14,75.0,375000,220443,219827.89,-0.002790
4,large_50pct,1,15,80.0,400000,227523,226145.06,-0.006056
4,large_50pct,1,16,85.0,425000,233943,232808.34,-0.004850
4,large_50pct,1,17,90.0,450000,239923,238025.28,-0.007910
4,large_50pct,1,18,95.0,475000,245168,243420.20,-0.007129
4,large_50pct,1,19,100.0,500000,250000,247737.29,-0.009051
4,large_50pct,2,0,5.0,25000,24108,24268.61,0.006662
4,large_50pct,2,1,10.0,50000,46389,46857.10,0.010091
4,large_50pct,2,2,15.0,75000,67068,66935.66,-0.001973
4,large_50pct,2,3,20.0,100000,86238,86264.07,0.000302
4,large_50pct,2,4,25.0,125000,103856,103725.57,-0.001256
4,large_50pct,2,5,30.0,150000,120313,119780.05,-0.004430
4,large_50pct,2,6,35.0,175000,135482,135196.35,-0.002108
